"","motif","gene","source"
"M06183","M06183","GTF2IRD2B","CodeBook"
"M09436","M09436","GTF3A","Schmitges2016"
"GZF1.e0","GZF1.e0","GZF1","GZF1_transfac_M01069"
"MA2123.1","MA2123.1","HAND1","JASPAR"
"HAND1.e0","HAND1.e0","HAND1","Hand1:E47_transfac_M00222"
"HAND1.e1","HAND1.e1","HAND1","Hand1::Tcfe2a_jaspar_MA0092.1"
"MA0092.2","MA0092.2","HAND1--TCF3","JASPAR"
"Hand1--Tcf3.h0","Hand1--Tcf3.h0","HAND1--TCF3","Hand1::Tcf3/MA0092.1/Jaspar"
"Hand2.h0","Hand2.h0","HAND2","Hand2(bHLH)/Mesoderm-Hand2-ChIP-Seq(GSE61475)/Homer"
"M04354","M04354","HAND2","Yin2017"
"M04355","M04355","HAND2","Yin2017"
"MA1638.2","MA1638.2","HAND2","JASPAR"
"HAND2.h0","HAND2.h0","HAND2","HAND2/MA1638.1/Jaspar"
"Hbp1.h0","Hbp1.h0","HBP1","PB0028.1_Hbp1_1/Jaspar"
"Hbp1.h1","Hbp1.h1","HBP1","PB0132.1_Hbp1_2/Jaspar"
"HBP1.e0","HBP1.e0","HBP1","Hbp1_bulyk_sc09-primary"
"HDAC2.e0","HDAC2.e0","HDAC2","HDAC2_K562_encode-Myers_seq_hsa_v041610.2-SC-6296_r1:MEME#1#Intergenic"
"HDAC2.e1","HDAC2.e1","HDAC2","HDAC2_HepG2_encode-Myers_seq_hsa_v041610.1-SC-6296_r1:MDscan#1#Intergenic"
"HDAC2.e2","HDAC2.e2","HDAC2","HDAC2_H1-hESC_encode-Myers_seq_hsa_v041610.2-SC-6296_r1:MEME#3#Intergenic"
"HDAC2.e3","HDAC2.e3","HDAC2","HDAC2_H1-hESC_encode-Myers_seq_hsa_v041610.2-SC-6296_r1:MDscan#2#Intergenic"
"HDAC2.e4","HDAC2.e4","HDAC2","HDAC2_HepG2_encode-Myers_seq_hsa_v041610.1-SC-6296_r1:Trawler#3#Intergenic"
"HDAC2.e5","HDAC2.e5","HDAC2","HDAC2_H1-hESC_encode-Myers_seq_hsa_v041610.2-SC-6296_r1:MEME#2#Intergenic"
"Hdx.h0","Hdx.h0","HDX","PH0037.1_Hdx/Jaspar"
"HDX.e0","HDX.e0","HDX","Hdx_bulyk_cell08-3845.3"
"HERPUD1.e0","HERPUD1.e0","HERPUD1","MIF-1_transfac_M00279"
"M04294","M04294","HES1","Yin2017"
"MA1099.3","MA1099.3","HES1","JASPAR"
"HES1.h0","HES1.h0","HES1","HES1/MA1099.2/Jaspar"
"HES1.e0","HES1.e0","HES1","HES1_transfac_M01009"
"M01816","M01816","HES2","Zoo_01"
"M04264","M04264","HES2","Yin2017"
"MA0616.3","MA0616.3","HES2","JASPAR"
"HES2.h0","HES2.h0","HES2","HES2/MA0616.2/Jaspar"
"M03013","M03013","HES5","Jolma2013"
"M03014","M03014","HES5","Jolma2013"
"M04420","M04420","HES5","Yin2017"
"M04421","M04421","HES5","Yin2017"
"MA0821.2","MA0821.2","HES5","JASPAR"
"HES5.h0","HES5.h0","HES5","HES5/MA0821.1/Jaspar"
"HES5.e0","HES5.e0","HES5","HES5_jolma_DBD_M318"
"M04343","M04343","HES6","Yin2017"
"MA1493.1","MA1493.1","HES6","JASPAR"
"HES6.h0","HES6.h0","HES6","HES6/MA1493.1/Jaspar"
"M01809","M01809","HES7","Zoo_01"
"M03006","M03006","HES7","Jolma2013"
"M04395","M04395","HES7","Yin2017"
"MA0822.1","MA0822.1","HES7","JASPAR"
"HES7.h0","HES7.h0","HES7","HES7/MA0822.1/Jaspar"
"HES7.e0","HES7.e0","HES7","HES7_jolma_DBD_M319"
"M00363","M00363","HESX1","Barrera2016"
"M00364","M00364","HESX1","Barrera2016"
"M03391","M03391","HESX1","Jolma2013"
"M03392","M03392","HESX1","Jolma2013"
"M05431","M05431","HESX1","Yin2017"
"M05432","M05432","HESX1","Yin2017"
"MA0894.2","MA0894.2","HESX1","JASPAR"
"HESX1.h0","HESX1.h0","HESX1","HESX1/MA0894.1/Jaspar"
"HESX1.e0","HESX1.e0","HESX1","HESX1_jolma_DBD_M511"
"HESX1.e1","HESX1.e1","HESX1","HESX1_jolma_DBD_M512"
"M02997","M02997","HEY1","Jolma2013"
"M04356","M04356","HEY1","Yin2017"
"M04357","M04357","HEY1","Yin2017"
"M04358","M04358","HEY1","Yin2017"
"MA0823.1","MA0823.1","HEY1","JASPAR"
"HEY1.h0","HEY1.h0","HEY1","HEY1/MA0823.1/Jaspar"
"HEY1.e0","HEY1.e0","HEY1","HEY1_K562_encode-Myers_seq_hsa_r1:MDscan#1#Intergenic"
"HEY1.e1","HEY1.e1","HEY1","HEY1_K562_encode-Myers_seq_hsa_r1:AligCE#1#Intergenic"
"HEY1.e2","HEY1.e2","HEY1","HEY1_1"
"M02994","M02994","HEY2","Jolma2013"
"M02995","M02995","HEY2","Jolma2013"
"M04335","M04335","HEY2","Yin2017"
"M04337","M04337","HEY2","Yin2017"
"M04338","M04338","HEY2","Yin2017"
"MA0649.2","MA0649.2","HEY2","JASPAR"
"HEY2.h0","HEY2.h0","HEY2","HEY2/MA0649.1/Jaspar"
"HEY2.e0","HEY2.e0","HEY2","HEY2_jolma_DBD_M321"
"HEY2.e1","HEY2.e1","HEY2","HEY2_jolma_full_M322"
"M01804","M01804","HEYL","Zoo_01"
"M06754","M06754","HHEX","FlyFactorSurvey"
"M06755","M06755","HHEX","FlyFactorSurvey"
"M00196","M00196","HIC1","Badis09"
"M03137","M03137","HIC1","Jolma2013"
"M03138","M03138","HIC1","Jolma2013"
"MA0739.2","MA0739.2","HIC1","JASPAR"
"Hic1.h0","Hic1.h0","HIC1","Hic1/MA0739.1/Jaspar"
"Hic1.h1","Hic1.h1","HIC1","PB0029.1_Hic1_1/Jaspar"
"Hic1.h2","Hic1.h2","HIC1","PB0133.1_Hic1_2/Jaspar"
"M04772","M04772","HIC1","Yin2017"
"M04773","M04773","HIC1","Yin2017"
"HIC1.h0","HIC1.h0","HIC1","HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)/Homer"
"HIC1.e0","HIC1.e0","HIC1","HIC1_transfac_M01072"
"HIC1.e1","HIC1.e1","HIC1","HIC1_transfac_M01073"
"HIC1.e2","HIC1.e2","HIC1","Hic1_bulyk_sc09-primary"
"HIC1.e3","HIC1.e3","HIC1","Hic1_jolma_DBD_M19"
"HIC1.e4","HIC1.e4","HIC1","Hic1_jolma_DBD_M20"
"M03106","M03106","HIC2","Jolma2013"
"MA0738.2","MA0738.2","HIC2","JASPAR"
"HIC2.h0","HIC2.h0","HIC2","HIC2/MA0738.1/Jaspar"
"HIC2.e0","HIC2.e0","HIC2","HIC2_jolma_DBD_M15"
"HIF1a.h0","HIF1a.h0","HIF1A","HIF-1a(bHLH)/MCF7-HIF1a-ChIP-Seq(GSE28352)/Homer"
"M10577","M10577","HIF1A","HOMER"
"MA1106.2","MA1106.2","HIF1A","JASPAR"
"HIF1A.h0","HIF1A.h0","HIF1A","HIF1A/MA1106.1/Jaspar"
"HIF1A.e0","HIF1A.e0","HIF1A","HIF1_transfac_M00466"
"HIF1A.e1","HIF1A.e1","HIF1A","HIF1_transfac_M00797"
"HIF1A--ARNT.e0","HIF1A--ARNT.e0","HIF1A--ARNT","HIF1A::ARNT_jaspar_MA0259.1"
"M03111","M03111","HINFP","Jolma2013"
"M03112","M03112","HINFP","Jolma2013"
"M03113","M03113","HINFP","Jolma2013"
"MA0131.3","MA0131.3","HINFP","JASPAR"
"HINFP.h0","HINFP.h0","HINFP","HINFP(Zf)/K562-HINFP.eGFP-ChIP-Seq(Encode)/Homer"
"HINFP.h1","HINFP.h1","HINFP","HINFP/MA0131.2/Jaspar"
"HINFP.e0","HINFP.e0","HINFP","MIZF_jaspar_MA0131.1"
"HINFP.e1","HINFP.e1","HINFP","HINFP1_jolma_full_M16"
"HINFP.e2","HINFP.e2","HINFP","HINFP1_jolma_full_M17"
"HINFP.e3","HINFP.e3","HINFP","HINFP1_jolma_full_M18"
"M03064","M03064","HLF","Jolma2013"
"M03035","M03035","HLF","Jolma2013"
"M04220","M04220","HLF","RodriguezMartinez2017"
"M04449","M04449","HLF","Yin2017"
"M04450","M04450","HLF","Yin2017"
"M11060","M11060","HLF","Transfac"
"MA0043.4","MA0043.4","HLF","JASPAR"
"HLF.h0","HLF.h0","HLF","HLF(bZIP)/HSC-HLF.Flag-ChIP-Seq(GSE69817)/Homer"
"HLF.h1","HLF.h1","HLF","HLF/MA0043.3/Jaspar"
"HLF.e0","HLF.e0","HLF","HLF_transfac_M00260"
"HLF.e1","HLF.e1","HLF","HLF_jaspar_MA0043.1"
"HLF.e2","HLF.e2","HLF","HLF_jolma_full_M374"
"HLF.e3","HLF.e3","HLF","Hlf_jolma_DBD_M375"
"HLTF.h0","HLTF.h0","HLTF","HLTF/MA0109.1/Jaspar"
"HLTF.e0","HLTF.e0","HLTF","Hltf_jaspar_MA0109.1"
"Hlx.h0","Hlx.h0","HLX","PH0038.1_Hlx/Jaspar"
"HLX.e0","HLX.e0","HLX","Hlx1_bulyk_cell08-2350.1"
"Hmbox1.h0","Hmbox1.h0","HMBOX1","PH0040.1_Hmbox1/Jaspar"
"M03371","M03371","HMBOX1","Jolma2013"
"M05384","M05384","HMBOX1","Yin2017"
"M05385","M05385","HMBOX1","Yin2017"
"MA0895.2","MA0895.2","HMBOX1","JASPAR"
"HMBOX1.h0","HMBOX1.h0","HMBOX1","HMBOX1/MA0895.1/Jaspar"
"HMBOX1.e0","HMBOX1.e0","HMBOX1","Hmbox1_bulyk_cell08-2674.1"
"HMBOX1.e1","HMBOX1.e1","HMBOX1","HMBOX1_jolma_DBD_M513"
"M02569","M02569","HMG20B","Zoo_01"
"M06199","M06199","HMG20B","CodeBook"
"MA2124.1","MA2124.1","HMGA1","JASPAR"
"HMGA1.e0","HMGA1.e0","HMGA1","HMG-IY_transfac_M00750"
"HMGA1.e1","HMGA1.e1","HMGA1","HMGIY_transfac_M01010"
"HMGN3.e0","HMGN3.e0","HMGN3","HMGN3_K562_encode-Snyder_seq_hsa_r1:MDscan#1#Intergenic"
"HMGN3.e1","HMGN3.e1","HMGN3","HMGN3_K562_encode-Snyder_seq_hsa_r1:MEME#2#Intergenic"
"MA0896.2","MA0896.2","HMX1","JASPAR"
"Hmx1.h0","Hmx1.h0","HMX1","Hmx1/MA0896.1/Jaspar"
"Hmx1.h1","Hmx1.h1","HMX1","PH0041.1_Hmx1/Jaspar"
"HMX1.e0","HMX1.e0","HMX1","Hmx1_bulyk_cell08-3423.1"
"HMX1.e1","HMX1.e1","HMX1","HMX1_jolma_DBD_M514"
"MA0897.2","MA0897.2","HMX2","JASPAR"
"Hmx2.h0","Hmx2.h0","HMX2","Hmx2/MA0897.1/Jaspar"
"Hmx2.h1","Hmx2.h1","HMX2","PH0042.1_Hmx2/Jaspar"
"HMX2.e0","HMX2.e0","HMX2","Hmx2_bulyk_cell08-3424.3"
"HMX2.e1","HMX2.e1","HMX2","HMX2_jolma_DBD_M515"
"MA0898.2","MA0898.2","HMX3","JASPAR"
"Hmx3.h0","Hmx3.h0","HMX3","Hmx3/MA0898.1/Jaspar"
"Hmx3.h1","Hmx3.h1","HMX3","PH0043.1_Hmx3/Jaspar"
"HMX3.e0","HMX3.e0","HMX3","Hmx3-(Nkx5-1)_transfac_M00433"
"HMX3.e1","HMX3.e1","HMX3","Hmx3_bulyk_cell08-3490.2"
"HMX3.e2","HMX3.e2","HMX3","HMX3_jolma_DBD_M516"
"Hnf1a.h0","Hnf1a.h0","HNF1A","Hnf1(Homeobox)/Liver-Foxa2-Chip-Seq(GSE25694)/Homer"
"MA1991.2","MA1991.2","HNF1A","JASPAR"
"M03354","M03354","HNF1A","Jolma2013"
"M11813","M11813","HNF1A","Transfac"
"M11816","M11816","HNF1A","Transfac"
"MA0046.3","MA0046.3","HNF1A","JASPAR"
"HNF1A.h0","HNF1A.h0","HNF1A","HNF1A/MA0046.2/Jaspar"
"HNF1A.e0","HNF1A.e0","HNF1A","HNF1_transfac_M00132"
"HNF1A.e1","HNF1A.e1","HNF1A","HNF1_transfac_M00206"
"HNF1A.e2","HNF1A.e2","HNF1A","HNF1_transfac_M00790"
"HNF1A.e3","HNF1A.e3","HNF1A","HNF1_transfac_M01011"
"HNF1A.e4","HNF1A.e4","HNF1A","HNF1A_jaspar_MA0046.1"
"HNF1A.e5","HNF1A.e5","HNF1A","Tcf1_bulyk_sc09-primary"
"HNF1A.e6","HNF1A.e6","HNF1A","Tcf1_bulyk_cell08-2666.2"
"HNF1A.e7","HNF1A.e7","HNF1A","HNF1A_jolma_full_M517"
"Hnf1b.h0","Hnf1b.h0","HNF1B","PH0168.1_Hnf1b/Jaspar"
"HNF1b.h0","HNF1b.h0","HNF1B","HNF1b(Homeobox)/PDAC-HNF1B-ChIP-Seq(GSE64557)/Homer"
"M03449","M03449","HNF1B","Jolma2013"
"M03450","M03450","HNF1B","Jolma2013"
"MA0153.2","MA0153.2","HNF1B","JASPAR"
"HNF1B.h0","HNF1B.h0","HNF1B","HNF1B/MA0153.2/Jaspar"
"HNF1B.e0","HNF1B.e0","HNF1B","HNF1B_jaspar_MA0153.1"
"HNF1B.e1","HNF1B.e1","HNF1B","Tcf2_bulyk_cell08-0913.2"
"HNF1B.e2","HNF1B.e2","HNF1B","HNF1B_jolma_full_M518"
"HNF1B.e3","HNF1B.e3","HNF1B","HNF1B_jolma_full_M519"
"M03630","M03630","HNF4A","Jolma2013"
"Hnf4a.h0","Hnf4a.h0","HNF4A","PB0030.1_Hnf4a_1/Jaspar"
"Hnf4a.h1","Hnf4a.h1","HNF4A","PB0134.1_Hnf4a_2/Jaspar"
"HNF4a.h0","HNF4a.h0","HNF4A","HNF4a(NR),DR1/HepG2-HNF4a-ChIP-Seq(GSE25021)/Homer"
"M03561","M03561","HNF4A","Jolma2013"
"M03562","M03562","HNF4A","Jolma2013"
"M03563","M03563","HNF4A","Jolma2013"
"M03564","M03564","HNF4A","Jolma2013"
"M03565","M03565","HNF4A","Jolma2013"
"M03566","M03566","HNF4A","Jolma2013"
"M05777","M05777","HNF4A","Yin2017"
"M05778","M05778","HNF4A","Yin2017"
"M05779","M05779","HNF4A","Yin2017"
"M05780","M05780","HNF4A","Yin2017"
"M05781","M05781","HNF4A","Yin2017"
"M05782","M05782","HNF4A","Yin2017"
"M05783","M05783","HNF4A","Yin2017"
"M05784","M05784","HNF4A","Yin2017"
"M09012","M09012","HNF4A","modENCODE"
"M09013","M09013","HNF4A","modENCODE"
"M10728","M10728","HNF4A","HOMER"
"M12228","M12228","HNF4A","Transfac"
"M12229","M12229","HNF4A","Transfac"
"MA1494.2","MA1494.2","HNF4A","JASPAR"
"MA0114.5","MA0114.5","HNF4A","JASPAR"
"HNF4A.h0","HNF4A.h0","HNF4A","HNF4A/MA0114.4/Jaspar"
"HNF4A.h1","HNF4A.h1","HNF4A","HNF4A(var.2)/MA1494.1/Jaspar"
"HNF4A.e0","HNF4A.e0","HNF4A","HNF4A_HepG2_encode-Myers_seq_hsa_v041610.1-H-171_r1:Trawler#3#Intergenic"
"HNF4A.e1","HNF4A.e1","HNF4A","HNF4A_HepG2_encode-Snyder_seq_hsa_forskolin_r1:Trawler#2#Intergenic"
"HNF4A.e2","HNF4A.e2","HNF4A","HNF4A_1"
"HNF4A.e3","HNF4A.e3","HNF4A","HNF4_1"
"HNF4A.e4","HNF4A.e4","HNF4A","HNF4A_2"
"HNF4A.e5","HNF4A.e5","HNF4A","HNF4A_3"
"HNF4A.e6","HNF4A.e6","HNF4A","HNF4_2"
"HNF4A.e7","HNF4A.e7","HNF4A","HNF4_3"
"HNF4A.e8","HNF4A.e8","HNF4A","HNF4_4"
"HNF4A.e9","HNF4A.e9","HNF4A","HNF4_5"
"HNF4A.e10","HNF4A.e10","HNF4A","HNF4A_4"
"HNF4A.e11","HNF4A.e11","HNF4A","HNF4A_5"
"HNF4A.e13","HNF4A.e13","HNF4A","HNF4_6"
"HNF4A.e14","HNF4A.e14","HNF4A","HNF4A_7"
"HNF4A.e15","HNF4A.e15","HNF4A","HNF4A_8"
"HNF4A.e16","HNF4A.e16","HNF4A","HNF4A_9"
"HNF4A.e17","HNF4A.e17","HNF4A","HNF4A_10"
"HNF4A.e18","HNF4A.e18","HNF4A","HNF4A_11"
"HNF4A.e19","HNF4A.e19","HNF4A","HNF4A_12"
"HNF4A.e20","HNF4A.e20","HNF4A","HNF4A_13"
"HNF4A.e21","HNF4A.e21","HNF4A","HNF4A_14"
"HNF4A.e22","HNF4A.e22","HNF4A","HNF4A_15"
"MA0484.3","MA0484.3","HNF4G","JASPAR"
"HNF4G.h0","HNF4G.h0","HNF4G","HNF4G/MA0484.2/Jaspar"
"HNF4G.e0","HNF4G.e0","HNF4G","HNF4G_HepG2_encode-Myers_seq_hsa_v041610.1-SC-6558_r1:MEME#2#Intergenic"
"HNF4G.e1","HNF4G.e1","HNF4G","HNF4G_HepG2_encode-Myers_seq_hsa_v041610.1-SC-6558_r1:Trawler#1#Intergenic"
"HNF4G.e2","HNF4G.e2","HNF4G","HNF4G_HepG2_encode-Myers_seq_hsa_v041610.1-SC-6558_r1:Trawler#2#Intergenic"
"Homez.h0","Homez.h0","HOMEZ","PH0044.1_Homez/Jaspar"
"M03446","M03446","HOMEZ","Jolma2013"
"HOMEZ.e0","HOMEZ.e0","HOMEZ","Homez_bulyk_cell08-1063.2"
"HOMEZ.e1","HOMEZ.e1","HOMEZ","HOMEZ_jolma_DBD_M139"
"Hoxa1.h0","Hoxa1.h0","HOXA1","PH0045.1_Hoxa1/Jaspar"
"M03300","M03300","HOXA1","Jolma2013"
"M05163","M05163","HOXA1","Yin2017"
"M05164","M05164","HOXA1","Yin2017"
"M05165","M05165","HOXA1","Yin2017"
"MA1495.2","MA1495.2","HOXA1","JASPAR"
"HOXA1.h0","HOXA1.h0","HOXA1","HOXA1(Homeobox)/mES-Hoxa1-ChIP-Seq(SRP084292)/Homer"
"HOXA1.h1","HOXA1.h1","HOXA1","HOXA1/MA1495.1/Jaspar"
"HOXA1.e0","HOXA1.e0","HOXA1","Hoxa1_bulyk_cell08-3425.1"
"HOXA1.e1","HOXA1.e1","HOXA1","HOXA1_jolma_DBD_M526"
"Hoxa10.h0","Hoxa10.h0","HOXA10","Hoxa10(Homeobox)/ChickenMSG-Hoxa10.Flag-ChIP-Seq(GSE86088)/Homer"
"Hoxa10.h1","Hoxa10.h1","HOXA10","PH0046.1_Hoxa10/Jaspar"
"MA0899.2","MA0899.2","HOXA10","JASPAR"
"HOXA10.h0","HOXA10.h0","HOXA10","HOXA10/MA0899.1/Jaspar"
"HOXA10.e0","HOXA10.e0","HOXA10","Hoxa10_bulyk_cell08-2318.1"
"HOXA10.e1","HOXA10.e1","HOXA10","HOXA10_jolma_DBD_M520"
"HOXA10.e2","HOXA10.e2","HOXA10","HOXA10_jolma_DBD_M521"
"MA0911.2","MA0911.2","HOXA11","JASPAR"
"Hoxa11.h1","Hoxa11.h1","HOXA11","Hoxa11/MA0911.1/Jaspar"
"Hoxa11.h2","Hoxa11.h2","HOXA11","PH0047.1_Hoxa11/Jaspar"
"M05101","M05101","HOXA11","Yin2017"
"M05102","M05102","HOXA11","Yin2017"
"M05103","M05103","HOXA11","Yin2017"
"M05104","M05104","HOXA11","Yin2017"
"HOXA11.e0","HOXA11.e0","HOXA11","Hoxa11_bulyk_cell08-2218.1"
"HOXA11.e1","HOXA11.e1","HOXA11","Hoxa11_jolma_DBD_M551"
"HOXA11.e2","HOXA11.e2","HOXA11","Hoxa11_jolma_DBD_M552"
"MA0650.4","MA0650.4","HOXA13","JASPAR"
"Hoxa13.h0","Hoxa13.h0","HOXA13","Hoxa13(Homeobox)/ChickenMSG-Hoxa13.Flag-ChIP-Seq(GSE86088)/Homer"
"Hoxa13.h1","Hoxa13.h1","HOXA13","PH0048.1_Hoxa13/Jaspar"
"M03302","M03302","HOXA13","Jolma2013"
"M03303","M03303","HOXA13","Jolma2013"
"M03304","M03304","HOXA13","Jolma2013"
"M03305","M03305","HOXA13","Jolma2013"
"M05181","M05181","HOXA13","Yin2017"
"M05182","M05182","HOXA13","Yin2017"
"M05183","M05183","HOXA13","Yin2017"
"M05184","M05184","HOXA13","Yin2017"
"M05185","M05185","HOXA13","Yin2017"
"M05186","M05186","HOXA13","Yin2017"
"M05187","M05187","HOXA13","Yin2017"
"M05188","M05188","HOXA13","Yin2017"
"HOXA13.h0","HOXA13.h0","HOXA13","HOXA13/MA0650.2/Jaspar"
"HOXA13.e0","HOXA13.e0","HOXA13","Hoxa13_bulyk_cell08-3126.1"
"HOXA13.e1","HOXA13.e1","HOXA13","HOXA13_jolma_DBD_M522"
"HOXA13.e2","HOXA13.e2","HOXA13","HOXA13_jolma_DBD_M523"
"HOXA13.e3","HOXA13.e3","HOXA13","HOXA13_jolma_full_M524"
"HOXA13.e4","HOXA13.e4","HOXA13","HOXA13_jolma_full_M525"
"Hoxa2.h0","Hoxa2.h0","HOXA2","PH0049.1_Hoxa2/Jaspar"
"M03301","M03301","HOXA2","Jolma2013"
"M05166","M05166","HOXA2","Yin2017"
"M05167","M05167","HOXA2","Yin2017"
"M05168","M05168","HOXA2","Yin2017"
"M05169","M05169","HOXA2","Yin2017"
"M05170","M05170","HOXA2","Yin2017"
"M05171","M05171","HOXA2","Yin2017"
"M03455","M03455","HOXA2","Jolma2013"
"M10689","M10689","HOXA2","HOMER"
"MA0900.3","MA0900.3","HOXA2","JASPAR"
"HOXA2.h0","HOXA2.h0","HOXA2","HOXA2(Homeobox)/mES-Hoxa2-ChIP-Seq(Donaldson_et_al.)/Homer"
"HOXA2.h1","HOXA2.h1","HOXA2","HOXA2/MA0900.2/Jaspar"
"HOXA2.e0","HOXA2.e0","HOXA2","Hoxa2_bulyk_cell08-3079.1"
"HOXA2.e1","HOXA2.e1","HOXA2","HOXA2_jolma_DBD_M527"
"HOXA2.e2","HOXA2.e2","HOXA2","Hoxa2_jolma_DBD_M553"
"Hoxa3.h0","Hoxa3.h0","HOXA3","PB0031.1_Hoxa3_1/Jaspar"
"Hoxa3.h1","Hoxa3.h1","HOXA3","PB0135.1_Hoxa3_2/Jaspar"
"Hoxa3.h2","Hoxa3.h2","HOXA3","PH0050.1_Hoxa3/Jaspar"
"M00587","M00587","HOXA3","Berger08"
"MA2119.1","MA2119.1","HOXA3","JASPAR"
"HOXA3.e1","HOXA3.e1","HOXA3","Hoxa3_bulyk_sc09-primary"
"HOXA3.e2","HOXA3.e2","HOXA3","Hoxa3_bulyk_cell08-2783.2"
"Hoxa4.h0","Hoxa4.h0","HOXA4","PH0051.1_Hoxa4/Jaspar"
"M05585","M05585","HOXA4","Yin2017"
"M05586","M05586","HOXA4","Yin2017"
"MA1496.2","MA1496.2","HOXA4","JASPAR"
"HOXA4.h0","HOXA4.h0","HOXA4","HOXA4/MA1496.1/Jaspar"
"HOXA4.e0","HOXA4.e0","HOXA4","HOXA4_transfac_M00640"
"HOXA4.e1","HOXA4.e1","HOXA4","Hoxa4_bulyk_cell08-3426.1"
"Hoxa5.h0","Hoxa5.h0","HOXA5","PH0052.1_Hoxa5/Jaspar"
"M05172","M05172","HOXA5","Yin2017"
"M05173","M05173","HOXA5","Yin2017"
"M05174","M05174","HOXA5","Yin2017"
"M05175","M05175","HOXA5","Yin2017"
"M05176","M05176","HOXA5","Yin2017"
"M05177","M05177","HOXA5","Yin2017"
"M11775","M11775","HOXA5","Transfac"
"MA0158.2","MA0158.2","HOXA5","JASPAR"
"HOXA5.h0","HOXA5.h0","HOXA5","HOXA5/MA0158.2/Jaspar"
"HOXA5.e0","HOXA5.e0","HOXA5","HOXA5-(Hox-1.3)_transfac_M00023"
"HOXA5.e1","HOXA5.e1","HOXA5","HOXA5_jaspar_MA0158.1"
"HOXA5.e2","HOXA5.e2","HOXA5","Hoxa5_bulyk_cell08-3415.1"
"Hoxa6.h0","Hoxa6.h0","HOXA6","PH0053.1_Hoxa6/Jaspar"
"M05178","M05178","HOXA6","Yin2017"
"M05179","M05179","HOXA6","Yin2017"
"M05180","M05180","HOXA6","Yin2017"
"MA1497.2","MA1497.2","HOXA6","JASPAR"
"HOXA6.h0","HOXA6.h0","HOXA6","HOXA6/MA1497.1/Jaspar"
"HOXA6.e0","HOXA6.e0","HOXA6","Hoxa6_bulyk_cell08-1040.1"
"Hoxa7.h0","Hoxa7.h0","HOXA7","PH0054.1_Hoxa7_1/Jaspar"
"Hoxa7.h1","Hoxa7.h1","HOXA7","PH0055.1_Hoxa7_2/Jaspar"
"M05273","M05273","HOXA7","Yin2017"
"M05274","M05274","HOXA7","Yin2017"
"M05275","M05275","HOXA7","Yin2017"
"MA1498.3","MA1498.3","HOXA7","JASPAR"
"HOXA7.h0","HOXA7.h0","HOXA7","HOXA7/MA1498.1/Jaspar"
"HOXA7.e0","HOXA7.e0","HOXA7","HOXA7_transfac_M01108"
"HOXA7.e1","HOXA7.e1","HOXA7","Hoxa7_bulyk_cell08-2668.2"
"HOXA7.e2","HOXA7.e2","HOXA7","Hoxa7_bulyk_cell08-3750.1"
"Hoxa9.h0","Hoxa9.h0","HOXA9","Hoxa9(Homeobox)/ChickenMSG-Hoxa9.Flag-ChIP-Seq(GSE86088)/Homer"
"Hoxa9.h1","Hoxa9.h1","HOXA9","PH0056.1_Hoxa9/Jaspar"
"M03289","M03289","HOXA9","Jolma2013"
"M03290","M03290","HOXA9","Jolma2013"
"M05137","M05137","HOXA9","Yin2017"
"M05139","M05139","HOXA9","Yin2017"
"MA0594.3","MA0594.3","HOXA9","JASPAR"
"HOXA9.h0","HOXA9.h0","HOXA9","HOXA9/MA0594.2/Jaspar"
"HOXA9.e0","HOXA9.e0","HOXA9","Hoxa9_bulyk_cell08-2622.2"
"M05261","M05261","HOXB1","Yin2017"
"M05262","M05262","HOXB1","Yin2017"
"M05263","M05263","HOXB1","Yin2017"
"MA2093.1","MA2093.1","HOXB1","JASPAR"
"Hoxb13.h0","Hoxb13.h0","HOXB13","PH0057.1_Hoxb13/Jaspar"
"M03379","M03379","HOXB13","Jolma2013"
"M03380","M03380","HOXB13","Jolma2013"
"M05405","M05405","HOXB13","Yin2017"
"M05406","M05406","HOXB13","Yin2017"
"M05407","M05407","HOXB13","Yin2017"
"MA0901.3","MA0901.3","HOXB13","JASPAR"
"HOXB13.h0","HOXB13.h0","HOXB13","HOXB13(Homeobox)/ProstateTumor-HOXB13-ChIP-Seq(GSE56288)/Homer"
"HOXB13.h1","HOXB13.h1","HOXB13","HOXB13/MA0901.2/Jaspar"
"HOXB13.e0","HOXB13.e0","HOXB13","Hoxb13_bulyk_cell08-3479.1"
"HOXB13.e1","HOXB13.e1","HOXB13","HOXB13_jolma_DBD_M528"
"HOXB13.e2","HOXB13.e2","HOXB13","HOXB13_jolma_DBD_M529"
"M03417","M03417","HOXB2","Jolma2013"
"M05496","M05496","HOXB2","Yin2017"
"M05497","M05497","HOXB2","Yin2017"
"M05498","M05498","HOXB2","Yin2017"
"MA0902.3","MA0902.3","HOXB2","JASPAR"
"HOXB2.h0","HOXB2.h0","HOXB2","HOXB2/MA0902.2/Jaspar"
"HOXB2.e0","HOXB2.e0","HOXB2","HOXB2_jolma_DBD_M530"
"MA1957.1","MA1957.1","HOXB2--ELK1","JASPAR"
"Hoxb3.h0","Hoxb3.h0","HOXB3","PH0058.1_Hoxb3/Jaspar"
"M03330","M03330","HOXB3","Jolma2013"
"MA0903.2","MA0903.2","HOXB3","JASPAR"
"HOXB3.h0","HOXB3.h0","HOXB3","HOXB3/MA0903.1/Jaspar"
"HOXB3.e0","HOXB3.e0","HOXB3","Hoxb3_bulyk_cell08-1720.2"
